MAPE,caule_dx_frac_w,dup_dist_frac_h,grupo_dist_cap_h,idx,imagem,predicoes,stem_frag_w_frac,stem_narrow_w_frac
9.116605616605614,0.01,0.05,0.105,126,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0126.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.032
9.116605616605614,0.01,0.035,0.1,131,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0131.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.032
9.116605616605614,0.01,0.035,0.105,132,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0132.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.032
9.116605616605614,0.01,0.05,0.1,134,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0134.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.032
9.116605616605614,0.01,0.05,0.105,135,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0135.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.032
9.116605616605614,0.01,0.035,0.1,140,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0140.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.034
9.116605616605614,0.01,0.035,0.105,141,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0141.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.034
9.116605616605614,0.01,0.05,0.1,143,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0143.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.034
9.116605616605614,0.01,0.05,0.105,144,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0144.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.034
9.116605616605614,0.01,0.035,0.1,149,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0149.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.034
9.116605616605614,0.01,0.035,0.105,150,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0150.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.034
9.116605616605614,0.01,0.05,0.1,152,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0152.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.034
9.116605616605614,0.01,0.05,0.105,153,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0153.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.034
9.116605616605614,0.01,0.035,0.1,158,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0158.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.034
9.116605616605614,0.01,0.035,0.105,159,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0159.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.034
9.116605616605614,0.01,0.05,0.1,161,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0161.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.034
9.116605616605614,0.01,0.05,0.105,162,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0162.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.042,0.034
9.56959706959707,0.011,0.032,0.095,190,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0190.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.038,0.032
9.56959706959707,0.011,0.032,0.095,199,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0199.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.04,0.032
9.56959706959707,0.011,0.032,0.095,208,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0208.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.042,0.032
9.56959706959707,0.011,0.032,0.095,217,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0217.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.038,0.034
9.56959706959707,0.011,0.032,0.095,226,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0226.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.04,0.034
9.56959706959707,0.011,0.032,0.095,235,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0235.png,"[14, 12, 4, 13, 11, 16, 9, 15, 16, 4]",0.042,0.034
9.645354645354645,0.011,0.032,0.1,164,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0164.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.038,0.03
9.645354645354645,0.011,0.032,0.105,165,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0165.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.038,0.03
9.645354645354645,0.011,0.032,0.1,173,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0173.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.04,0.03
9.645354645354645,0.011,0.032,0.105,174,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0174.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.04,0.03
9.645354645354645,0.011,0.032,0.1,182,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0182.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.042,0.03
9.645354645354645,0.011,0.032,0.105,183,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0183.png,"[13, 12, 4, 13, 12, 16, 9, 15, 16, 4]",0.042,0.03
9.672161172161172,0.01,0.032,0.095,109,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0109.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.038,0.032
9.672161172161172,0.01,0.032,0.095,118,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0118.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.04,0.032
9.672161172161172,0.01,0.032,0.095,127,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0127.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.042,0.032
9.672161172161172,0.01,0.032,0.095,136,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0136.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.038,0.034
9.672161172161172,0.01,0.032,0.095,145,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0145.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.04,0.034
9.672161172161172,0.01,0.032,0.095,154,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0154.png,"[14, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.042,0.034
9.747918747918746,0.01,0.032,0.1,83,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0083.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.038,0.03
9.747918747918746,0.01,0.032,0.105,84,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0084.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.038,0.03
9.747918747918746,0.01,0.032,0.1,92,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0092.png,"[13, 12, 4, 13, 12, 15, 9, 16, 16, 4]",0.04,0.03
